"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"Attribute","cr7e8_offer_status","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","cr7e8_offerid","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","cr7e8_product_line","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","cr7e8_related_policy","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_valid_until","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","createdby","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","createdon","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","createdonbehalfby","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","exchangerate","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","importsequencenumber","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","modifiedby","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","modifiedon","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","modifiedonbehalfby","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","overriddencreatedon","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","ownerid","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","owningbusinessunit","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","owningteam","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","owninguser","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","statecode","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","statuscode","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","timezoneruleversionnumber","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","transactioncurrencyid","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","utcconversiontimezonecode","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","versionnumber","cr7e8_offer","metadata:DataverseModelBuilder/cr7e8_offer","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","cr7e8_account","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Party, household, and relationship","crmshow_DataModel","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Attribute","cr7e8_annual_premium","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_annual_premium_base","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_household","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Party, household, and relationship","crmshow_DataModel","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Attribute","cr7e8_name","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_policy_number","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
